,date,region,pop_mid,pop_low,pop_up,mil_mid,mil_low,mil_up
329,2020-05-12,North East and Yorkshire,2441.7900362476257,1810.7926708544412,3286.399318424512,285.24958052879515,211.53655396989424,383.91672220569365
604,2020-05-12,Northern Ireland,433.22026417755296,119.16029153126499,1519.4307580460004,230.23558938646198,63.32792397014783,807.503861285826
549,2020-05-12,Wales,1849.0913360419843,1080.3922180082236,3451.154823193748,589.1394483907105,344.2240320726532,1099.5732926851701
494,2020-05-12,Scotland,1469.9680627250787,823.5748348970072,2864.171647069177,270.309126850385,151.44532739320852,526.686093869031
439,2020-05-12,North West,2490.8527925022527,1848.3437524783972,3348.595927295457,356.23901954571375,264.3480851812539,478.9124967903637
384,2020-05-12,South West,723.3122292053052,473.8013714202139,1102.086414448808,129.13850012003184,84.59140602011512,196.76397110131836
274,2020-05-12,Midlands,2276.8331778602005,1655.0984305311595,3126.766428871503,216.06590766906075,157.0647986649773,296.7224973233198
219,2020-05-12,East of England,1420.7891630554361,1045.5432800696954,1927.4448583808282,219.05367766539484,161.19921703588503,297.16857061155855
164,2020-05-12,London,1243.6664740871022,886.8466199301733,1741.6807665184072,139.94851507743144,99.79594219726029,195.98955354335823
109,2020-05-12,South East,1251.0200530744287,950.1990396942613,1645.5554532723963,141.52028278652577,107.49023284682448,186.15167080312506
54,2020-05-12,England,10835.299975526385,9614.889873890803,12207.868615992611,193.82148166466246,171.99082679845617,218.37394335769383
659,2020-05-12,UK,14587.579638471,12944.539797450016,16435.47073491443,,,
548,2020-05-13,Wales,1942.9710543956646,1062.0058070619784,3558.0490811568716,619.050488698947,338.36593312879995,1133.630898680626
108,2020-05-13,South East,1227.811329075645,929.9551925153067,1619.5767997810133,138.8948211279772,105.20016965366285,183.21286388354088
493,2020-05-13,Scotland,1508.120171045219,788.8621394626304,2888.6970272604613,277.3248323946266,145.0620877627536,531.1960109708283
273,2020-05-13,Midlands,2484.9517111282494,1835.5838578709909,3358.370796009482,235.81584817000493,174.19242490409803,318.7011860970032
163,2020-05-13,London,1143.4395294631386,806.6416769123123,1618.7152075919105,128.67007961010268,90.77056207236876,182.1523650881001
218,2020-05-13,East of England,1342.8991793665539,980.3185402350443,1836.4910464199857,207.04479709112655,151.143031707991,283.145542054061
328,2020-05-13,North East and Yorkshire,2120.8264894783165,1542.0347081825435,2911.3024198475573,247.75466257029825,180.14028525805082,340.09795343835407
658,2020-05-13,UK,14921.104798416765,13225.036049524682,16830.94538124975,,,
53,2020-05-13,England,10499.544911129711,9306.070953139311,11843.44385450291,187.81550636127767,166.46668432696652,211.85512547662324
603,2020-05-13,Northern Ireland,970.4686618461717,417.64113010006105,2182.7835470037708,515.7570936009361,221.95603412772644,1160.0437421863444
383,2020-05-13,South West,667.4742307433764,432.6953525565353,1027.7108414949869,119.16931243050446,77.25243205061174,183.48512754108006
438,2020-05-13,North West,2582.546922315732,1929.767013752864,3447.8223708850383,369.3530128740938,275.99315021759094,493.1037533285915
602,2020-05-14,Northern Ireland,1059.766682133305,517.5809044072085,2114.28311476046,563.2146666461022,275.0691840502926,1123.6390799512872
547,2020-05-14,Wales,1873.8489487962363,1013.5785287226311,3216.2589458613897,597.0274775200513,322.9365059870469,1024.7330590507102
107,2020-05-14,South East,1119.6727111858183,843.0525620576424,1485.7340378287909,126.66175760009637,95.36940410595031,168.0720470166499
272,2020-05-14,Midlands,2320.7012496618568,1707.6976748891261,3148.5427386952483,220.22888054018884,162.0563384867888,298.7890159393969
217,2020-05-14,East of England,1249.2322529625646,908.0172075126446,1715.8774018609276,192.60346741467887,139.99579519691616,264.5496355646916
437,2020-05-14,North West,2347.633589847304,1741.9183563381632,3156.548029818385,335.75596711985594,249.1272423880213,451.44601827787017
657,2020-05-14,UK,14226.244302815048,12593.819957133295,16066.80112469222,,,
327,2020-05-14,North East and Yorkshire,2208.948593946194,1631.9894756935919,2984.408427047588,258.04907485048153,190.64878898612878,348.63818727434347
492,2020-05-14,Scotland,1469.634148885926,764.0209142634654,2627.327410235781,270.24772418416836,140.49409063155613,483.13333889332324
382,2020-05-14,South West,600.303333477633,384.81061061476004,934.782245074993,107.17677508028537,68.70320046940418,166.89386988583107
52,2020-05-14,England,9822.994522999581,8695.831579251313,11093.869618051294,175.71339576495205,155.55074292393752,198.44676673668425
162,2020-05-14,London,1038.5680140824113,724.0383439843674,1487.8049907938118,116.86899535057405,81.47529358633983,167.42117241620102
216,2020-05-15,East of England,1000.8329247247108,710.0733623699292,1408.4982530105135,154.30588759425035,109.477314075837,217.15869625843868
491,2020-05-15,Scotland,1373.2269890292962,808.4759740700275,2443.1783805803143,252.51962800045902,148.66883177397023,449.27058726031413
51,2020-05-15,England,9108.201554287429,8060.743739997633,10289.680127062202,162.92720317294297,144.19031300788646,184.06145215981815
546,2020-05-15,Wales,1776.1259078706744,1098.5858893906682,3005.005227438942,565.891915255624,350.0207222163638,957.4254595200715
656,2020-05-15,UK,13223.043279064777,11702.37205447722,14938.282254396252,,,
381,2020-05-15,South West,578.6868219088981,375.08262647540585,891.3185718355811,103.3174128725141,66.966388577909,159.13396573211367
106,2020-05-15,South East,1094.8216655089946,829.1428339976763,1444.4105866428283,123.85051008805053,93.79588124858893,163.39737654819444
271,2020-05-15,Midlands,2239.4724267648567,1660.0015198588817,3016.5926504654813,212.52046363956015,157.53008986693195,286.2672748396949
161,2020-05-15,London,1015.6288706357645,712.3046385656336,1446.3245987617395,114.28767702335702,80.15491172840385,162.75342636798544
601,2020-05-15,Northern Ireland,965.4888278773782,471.2165279163299,1931.5507815330714,513.1105530217955,250.42876338996476,1026.5256946380637
326,2020-05-15,North East and Yorkshire,1939.320589621728,1421.5765975059578,2641.065157333292,226.55116799090487,166.06838512261155,308.52887311976
436,2020-05-15,North West,2206.317338590651,1636.8110620324328,2967.3674958215206,315.54507270446464,234.09491306559616,424.38962692827306
105,2020-05-16,South East,922.2348637308241,683.0187775406166,1244.1956736264467,104.32681585721501,77.26575629903544,140.74828228425764
435,2020-05-16,North West,2191.813578364629,1631.6913734633952,2937.854771057553,313.4707609112519,233.36270085229182,420.16874957828065
655,2020-05-16,UK,12458.855673315398,11001.12403348679,14106.942930057801,,,
160,2020-05-16,London,1045.2441299222235,737.2974043731147,1479.9950244240165,117.62025183109664,82.96732207741033,166.5423248963627
215,2020-05-16,East of England,978.7409348110347,694.3714827841679,1377.5178081160714,150.89980049605595,107.05643801698294,212.38220966471818
545,2020-05-16,Wales,1714.993906915024,1076.0506965463844,2965.2112207410064,546.4146332955431,342.8407788447844,944.7466811934906
50,2020-05-16,England,8598.063018716179,7592.05822724342,9735.435379820303,153.8018622001973,135.80648231358487,174.14714075561886
490,2020-05-16,Scotland,1335.7743827833551,798.1915053249961,2427.3507831708366,245.63255232219987,146.77764390595908,446.36008590699635
325,2020-05-16,North East and Yorkshire,1842.9784195281013,1345.3760472601198,2520.381847773554,215.2964887603054,157.1666471881365,294.4306652813646
270,2020-05-16,Midlands,2062.0873532196165,1517.0956110293405,2798.6962056653024,195.68705340327946,143.96866815067534,265.5894344158047
600,2020-05-16,Northern Ireland,810.0243649008403,373.6312219339445,1715.1907706786217,430.4887201534621,198.5668993542037,911.5408272674098
380,2020-05-16,South West,533.3121645572248,341.8245386620688,830.7181510533602,95.21632601505372,61.02856614983612,148.3145061260498
159,2020-05-17,London,863.8769104245432,590.1879431628224,1262.9474154157242,97.21118430271906,66.41324501640925,142.11817966553286
544,2020-05-17,Wales,1589.1136285518348,962.7779661545487,2617.5264508255395,506.3078866396957,306.750926169578,833.9707505678558
489,2020-05-17,Scotland,1190.7807995223875,679.4696959576216,2084.442905357402,218.9700078193464,124.94615692201718,383.3035261134224
599,2020-05-17,Northern Ireland,780.205114309905,359.7795562467288,1654.102563330071,414.6412326221475,191.20540988294184,879.075403587017
269,2020-05-17,Midlands,1935.42732294372,1418.2716287713447,2637.3215137116895,183.66732588302602,134.59051360089302,250.27537028900664
434,2020-05-17,North West,1910.126616468933,1400.7634597957629,2599.2841312061187,273.18420225688584,200.3356452999432,371.74675003230345
104,2020-05-17,South East,844.1961276862575,618.1789913780243,1151.886545265834,95.4987687238466,69.93082601474687,130.3059125418484
379,2020-05-17,South West,538.1754071215485,348.8020873472111,829.0487359563945,96.0845981458411,62.2743216276659,148.01645259813316
49,2020-05-17,England,7787.822277147782,6844.973267482241,8858.805511339622,139.3083030564199,122.4426516713915,158.4660151417275
214,2020-05-17,East of England,864.1970054272986,602.586483210076,1237.540643942732,133.23970733220227,92.90525905670462,190.80088472316078
324,2020-05-17,North East and Yorkshire,1687.526073734583,1221.1870321825438,2328.1564337400437,197.13656682944148,142.65890330709368,271.9749185111406
654,2020-05-17,UK,11347.921819531908,9974.061904841328,12908.490818043969,,,
433,2020-05-18,North West,1701.9549245667647,1237.5183987887463,2336.16047206857,243.41171644655316,176.98851669649034,334.11509446735255
378,2020-05-18,South West,543.0698889174068,355.6290348099465,828.0295112512026,96.95844765710459,63.493189109976456,147.83448256583
488,2020-05-18,Scotland,1247.4226643094055,786.9198503778265,2278.468281866938,229.3857531691961,144.7049245835543,418.9824169961821
48,2020-05-18,England,7813.217882021841,6882.474847370114,8868.139918350524,139.76257878257223,123.11347867157154,158.63298870050298
323,2020-05-18,North East and Yorkshire,1881.8503915872902,1394.9439180640632,2534.777782893122,219.8375072588698,162.95715912595182,296.11239646759185
653,2020-05-18,UK,11556.328830802351,10179.69084017833,13116.636776485697,,,
158,2020-05-18,London,821.9448274166339,557.3365842614891,1210.7266205720027,92.49260993142866,62.71651523208978,136.24182708482465
268,2020-05-18,Midlands,1869.7871434931142,1364.5760696923828,2558.345197151777,177.43823317194557,129.49493618968492,242.78071073827329
213,2020-05-18,East of England,887.4509389363764,626.1243412509851,1256.0407431457454,136.8249399534841,96.5342664437957,193.65318320133872
543,2020-05-18,Wales,1745.0740931716582,1176.0735622051359,2980.9192310894305,555.9984888862878,374.7090888368642,949.7514142597299
103,2020-05-18,South East,882.6555365186608,653.6932823306478,1190.8404668061835,99.84944751623564,73.94834155035052,134.71253254644907
598,2020-05-18,Northern Ireland,750.6141912994443,346.0248727455316,1593.6813452733932,398.91509014186266,183.89546174666427,846.9644524127068
47,2020-05-19,England,7721.328287167217,6801.487454473757,8763.91677675695,138.11886079926614,121.66477891034803,156.76864864780126
212,2020-05-19,East of England,759.0183460824778,522.3376232467539,1101.3706157087072,117.02352780289672,80.53269290789098,169.80653436626693
322,2020-05-19,North East and Yorkshire,1985.9139597825092,1487.1549560355502,2647.928402351107,231.99419916741422,173.72924006289935,309.3306364709638
102,2020-05-19,South East,883.5402839784512,654.3550968928441,1192.0123201560439,99.94953361029663,74.02320860285226,134.84509718204308
597,2020-05-19,Northern Ireland,643.3025823610974,276.1413594450369,1466.4557942572492,341.8841671335986,146.75575891286104,779.3502336299626
377,2020-05-19,South West,566.3009005386949,374.4432820409776,855.1413191193813,101.10605898719402,66.85224149454935,152.67496232307917
487,2020-05-19,Scotland,1278.6504032472717,807.0092400432457,2052.7683772406685,235.12815197353333,148.39911734672876,377.4789682500632
432,2020-05-19,North West,1644.7966493863328,1190.6180914425431,2267.9259192740224,235.23700296268407,170.28088646009255,324.3562639737003
267,2020-05-19,Midlands,1865.6863401256014,1367.0921151633083,2542.5433098080566,177.04907694812124,129.73370275971666,241.28115022369317
542,2020-05-19,Wales,1874.3286851493442,1272.7984713008111,2794.217228390692,597.1803264382924,405.5266360718451,890.266242954553
157,2020-05-19,London,806.6375466060223,546.9465097184686,1188.2292605691928,90.77009729323052,61.54733078100382,133.71022219624973
652,2020-05-19,UK,11517.60995792493,10145.518584482887,13072.79931435652,,,
651,2020-05-20,UK,11271.183526672705,9903.530849598235,12825.284216100341,,,
321,2020-05-20,North East and Yorkshire,1927.8524098901435,1438.9572831128137,2578.896486562513,225.21145679161995,168.09879445554392,301.26633744054607
211,2020-05-20,East of England,744.5637889194147,512.3850082901254,1080.4201591283645,114.79496075866027,78.99822392028368,166.57644598860514
266,2020-05-20,Midlands,1778.284641390805,1297.724110694663,2433.4036872867596,168.75486920704313,123.15084855921907,230.9240666077188
596,2020-05-20,Northern Ireland,916.2822985722486,446.9438434057173,1837.4384610799164,486.9596657872464,237.5290071080145,976.5095542130645
156,2020-05-20,London,641.1352246174722,415.4092073751291,988.352844940219,72.14629043925373,46.74557281470181,111.21833377672215
376,2020-05-20,South West,512.1087875760734,331.89841240172154,788.9466413736758,91.43072390538954,59.25637842024159,140.85671695841677
541,2020-05-20,Wales,1742.7946993389203,1122.0406770191125,2702.040661654783,555.2722506528867,357.4936579098061,860.8978442049361
486,2020-05-20,Scotland,1261.2393316825141,758.5097635806524,2095.067843384325,231.92646911283612,139.48065750549867,385.25732211329785
46,2020-05-20,England,7350.867197079022,6458.908231357892,8364.424269576084,131.49206527517526,115.53673328523185,149.62254011083246
431,2020-05-20,North West,1645.8271113145302,1196.6044197517501,2259.483122895263,235.38437849129224,171.1370445333315,323.1487845460735
101,2020-05-20,South East,863.8196437064305,637.4359296261728,1169.6208580913874,97.71865762939684,72.1092462085585,132.31208739086793
100,2020-05-21,South East,841.3970814400031,620.880443459168,1139.2916840904327,95.18212966172366,70.2364248430935,128.88113257064055
540,2020-05-21,Wales,1698.4150340883168,1073.8989470295924,2513.2444559255046,541.1324345194822,342.1552093984901,800.7454383536976
320,2020-05-21,North East and Yorkshire,1921.240189720437,1443.2185990202495,2553.852904293575,224.43901812909215,168.59660080131997,298.3407495598899
485,2020-05-21,Scotland,1244.0001397109586,730.3481567656804,1983.8056688329434,228.75639280464844,134.30208285351142,364.7975706281502
155,2020-05-21,London,714.6230317146651,476.6544176330456,1070.159797712495,80.41579813591981,53.63743362287552,120.42398641915862
595,2020-05-21,Northern Ireland,1001.8282319081064,511.571292794206,1919.7744676357052,532.4231863328229,271.87536652578206,1020.2671541330219
430,2020-05-21,North West,1591.5649452359562,1157.096645172465,2185.1896739175827,227.6238633374284,165.48668618099427,312.52341740187904
45,2020-05-21,England,7346.0325375220655,6467.287236179543,8342.634652920648,131.40558304756829,115.68661664176798,149.23276818069664
265,2020-05-21,Midlands,1864.7849569988462,1376.9561817847057,2521.9782344312316,176.96353789091944,130.66977859021003,239.32957479832436
375,2020-05-21,South West,550.4683906068448,363.9706733407451,831.2543896671082,98.27935911516087,64.98248604830464,148.4102449335658
210,2020-05-21,East of England,641.8861469567877,431.8614065192892,952.7259686188792,98.96438176018675,66.58329877485791,146.88887884285478
650,2020-05-21,UK,11290.275943229448,9939.713325204344,12821.97524227062,,,
374,2020-05-22,South West,481.9100200107933,308.8618205724264,750.74979758749,86.03910547092947,55.14347835220175,134.037140409453
209,2020-05-22,East of England,645.6751007150783,434.41463373714384,958.3302131391764,99.54855306219247,66.9769488860283,147.75292708071382
154,2020-05-22,London,689.9857799875629,456.091213356762,1042.6090094218073,77.6433934224071,51.32347729803997,117.32372441899122
429,2020-05-22,North West,1342.4822483053028,947.5274135263654,1898.598410319848,192.00033070335445,135.5143257776496,271.5354509264046
594,2020-05-22,Northern Ireland,868.6189917268254,423.61064745628204,1743.2795611518109,461.62892655117446,225.12854349653787,926.4686590529909
649,2020-05-22,UK,10620.356581446864,9309.577578472712,12113.43522235703,,,
264,2020-05-22,Midlands,1870.2918982485237,1381.024949910011,2529.4177444322354,177.48613316542702,131.05589474779134,240.03556612725018
319,2020-05-22,North East and Yorkshire,1941.1841549549645,1458.1992736796653,2580.3671850553496,226.76886944012963,170.346641181206,301.43814423881224
484,2020-05-22,Scotland,1141.1097309061056,654.2195717891152,1867.1546675879172,209.83610652729917,120.3029682773607,343.3468799006854
44,2020-05-22,England,6934.499584726347,6078.634117113776,7909.396532484459,124.04409542425725,108.73440271496712,141.4830192483902
99,2020-05-22,South East,746.4142136782499,539.6769259011102,1031.4843294570583,84.43729605775042,61.050365243301265,116.68554283833532
539,2020-05-22,Wales,1676.128274087584,1056.3546327614692,2493.769726451618,534.0316443976957,336.56541108574703,794.5405899742971
373,2020-05-23,South West,463.8377870191579,293.7194494587482,731.3424662810806,82.81253060031834,52.43999427585793,130.57220015951998
483,2020-05-23,Scotland,1129.9869393870106,709.2400261912579,1804.9984367981888,207.79076136647186,130.42055611174084,331.9171101668209
263,2020-05-23,Midlands,1900.3377460274733,1403.2250104488253,2570.0047314410986,180.33741073603335,133.1626262717649,243.88717206522412
428,2020-05-23,North West,1453.5119524838321,1036.9906048650955,2033.6111889831534,207.87967655473088,148.30925274558317,290.84482964277646
538,2020-05-23,Wales,1669.9080985529424,1156.1140011038758,2417.4458508946004,532.0498327305575,368.34976813262716,770.2230210861361
208,2020-05-23,East of England,760.7999673142389,527.0840303421485,1096.598163734129,117.29821365578198,81.26448194244932,169.07072979814606
98,2020-05-23,South East,798.3592371571795,582.2447267671456,1093.7681634394376,90.31352033890786,65.86580141585273,123.73133381231177
153,2020-05-23,London,661.1137714853905,432.80952665800066,1008.6671504272699,74.39445586449155,48.703612929354385,113.50428177562509
648,2020-05-23,UK,10804.487556097109,9479.546492956424,12312.308693355702,,,
593,2020-05-23,Northern Ireland,892.6799617287115,435.39596617186805,1790.70236530735,474.41616682515166,231.39186962635662,951.6715827570273
318,2020-05-23,North East and Yorkshire,1829.1893965852375,1360.544684575304,2455.67506361482,213.68565697216434,158.93864533995097,286.8716275407526
43,2020-05-23,England,7111.912556428446,6239.7874385499545,8104.416090098232,127.21765269719847,111.61710791062319,144.97152253816205
152,2020-05-24,London,621.9989942441557,398.5561260729945,969.5235880922356,69.99291002679942,44.849112829765545,109.09949678079757
207,2020-05-24,East of England,745.5112678330901,509.4553563867335,1089.2935501410711,114.94104065985029,78.54653760368952,167.94452295965715
592,2020-05-24,Northern Ireland,773.9297990630376,356.8597058439048,1641.3499572144976,411.3062064843669,189.6536508033182,872.2980110502056
262,2020-05-24,Midlands,1831.3683861322586,1336.5487943444325,2505.740429739545,173.79238693190965,126.83521621264346,237.78864679210147
537,2020-05-24,Wales,1577.999486257491,1091.5351250224342,2360.688511311156,502.76680701155726,347.7742764353102,752.1395510689712
427,2020-05-24,North West,1362.6580963361832,956.3090625501696,1937.97587387768,194.88585823940923,136.77026753689418,277.1671723401567
97,2020-05-24,South East,825.7916846062054,602.2781683532153,1131.2562097108587,93.41678611867846,68.13206270517456,127.97212827152755
42,2020-05-24,England,6807.223774718224,5940.693428620239,7798.620953855548,121.76739001401816,106.26692431694869,139.5014694223022
317,2020-05-24,North East and Yorkshire,1723.614970017837,1263.1581970021562,2348.342851058884,201.3524667937009,147.5619690831739,274.3330930417514
647,2020-05-24,UK,10238.332088128525,8935.036392056103,11729.432408488115,,,
372,2020-05-24,South West,391.8504219924696,237.69850128351172,644.9378646044024,69.96007218501747,42.438143165721854,115.14572150554456
482,2020-05-24,Scotland,1079.179028089772,673.9050287960756,1788.8537709703894,198.44780862613263,123.92288277083459,328.94830381390364
206,2020-05-25,East of England,739.7671441099902,501.7906085136899,1088.8476975415713,114.05542620048594,77.36480617327973,167.87578253415512
481,2020-05-25,Scotland,1019.1351928354997,518.7881152445099,1836.2261491222355,187.4064825647744,95.39878178858606,337.6595040772026
316,2020-05-25,North East and Yorkshire,1897.8935012525853,1406.959016658387,2555.9813329972326,221.7116611519029,164.3607613125304,298.58939231208853
591,2020-05-25,Northern Ireland,785.4936312751944,362.2453967030827,1664.7416207065307,417.4518232642895,192.51588466389285,884.7295473289673
536,2020-05-25,Wales,1537.3752815101122,876.7549396948332,2471.9494270201812,489.82351907889534,279.3431084109069,787.5884189699844
261,2020-05-25,Midlands,1664.9240930356261,1193.4192254016111,2319.1694178871403,157.99723003857167,113.25256969790131,220.0835134460957
646,2020-05-25,UK,10296.278853610023,8985.919368378025,11795.279846968988,,,
151,2020-05-25,London,705.2731195156994,461.7623847827404,1075.807011630404,79.36366208850397,51.96164841252452,121.05946161978754
371,2020-05-25,South West,319.0964121713396,182.69313748650072,556.4051521538908,56.97073877316385,32.617612152293496,99.33929485355995
96,2020-05-25,South East,777.6134894551511,559.715351647648,1079.337753442962,87.9666801949839,63.31719036035487,122.0989093772214
41,2020-05-25,England,6954.274747989218,6069.236569779619,7966.724478958969,124.39783287983555,108.56629970421207,142.50849962748254
426,2020-05-25,North West,1653.3828987014463,1196.9649313524467,2279.288020873747,236.46499887107265,171.18860450490172,325.9812592147071
590,2020-05-26,Northern Ireland,776.596707393504,358.2565620760599,1643.479299588359,412.7235391026142,190.39601224042437,873.4296533970432
535,2020-05-26,Wales,1483.5265689475773,909.6970270190072,2538.08086461325,472.66676743700594,289.8387950093551,808.6585726749179
40,2020-05-26,England,6781.097893368473,5899.8824826048385,7792.235870771821,121.30005112682154,105.53689948674484,139.3872532707757
315,2020-05-26,North East and Yorkshire,1900.149606743345,1403.6495026146517,2567.862524760879,221.97521908903693,163.97414433125203,299.97735152088705
150,2020-05-26,London,691.1638894867812,447.8843570019611,1065.1347761011582,77.77596487821903,50.399968154520415,119.85852588179486
95,2020-05-26,South East,659.9785712748403,459.9681927063561,946.0310630099436,74.65935802573888,52.033401498751125,107.01873501786268
645,2020-05-26,UK,10005.649540523762,8705.398060828671,11497.604441942583,,,
260,2020-05-26,Midlands,1679.5796723043832,1204.0169497113732,2339.234443916966,159.38800871656682,114.2582678511438,221.98763540974875
370,2020-05-26,South West,328.61948773399496,188.15513031322575,572.9202983597378,58.670966759136384,33.592783776426835,102.28787103431847
205,2020-05-26,East of England,746.5883550850943,506.4487350343214,1098.7406336782797,115.10710324665287,78.08298433222676,169.40105039233228
425,2020-05-26,North West,1615.8775714600845,1164.5301362058628,2237.5091775075803,231.1010283287662,166.54981587115927,320.0060951089368
480,2020-05-26,Scotland,964.4283708142078,527.8052096725545,1849.202965788456,177.34656788477736,97.05691503881033,340.0457817598897
39,2020-05-27,England,6595.630787560873,5723.967110544161,7598.284969210312,117.98242177379208,102.39013122583803,135.91786606453707
589,2020-05-27,Northern Ireland,673.2309542977968,289.26316464511945,1526.973955741731,357.78964737539815,153.7293628826355,811.5127055411431
479,2020-05-27,Scotland,902.0905033692338,449.2377974927396,2063.484251408732,165.88339739416963,82.60933000362988,379.44948629277354
369,2020-05-27,South West,279.75289918806976,152.0828217563624,513.6204129613958,49.94643854573007,27.15251685598728,91.70060602146876
534,2020-05-27,Wales,1472.162566859034,837.2399893659398,2948.28970321541,469.0460799179751,266.75324030315755,939.3553123050814
424,2020-05-27,North West,1518.923293036365,1084.0481607099257,2123.6276612640995,217.23473434688418,155.0393724888457,303.7188862409241
94,2020-05-27,South East,577.0352644418482,391.21955805418315,850.2153423390425,65.27648665656487,44.25628698068015,96.17968583442489
204,2020-05-27,East of England,857.1529899619406,594.0587373061932,1234.5230713907317,132.1536788535642,91.59047277383047,190.33564302345897
644,2020-05-27,UK,9643.114812086937,8368.702525266608,11109.041226388274,,,
259,2020-05-27,Midlands,1586.1824137974768,1125.5506159189918,2231.5597525637995,150.52483699659828,106.81200441947337,211.7695701836998
149,2020-05-27,London,661.3216249563142,423.8136771090044,1030.4562902227933,74.41784540277655,47.69131918945428,115.95619136934185
314,2020-05-27,North East and Yorkshire,1921.2936742597476,1424.5631051424605,2586.6479628259976,224.44526618571317,166.41726853924942,302.17186384527974
313,2020-05-28,North East and Yorkshire,1905.3305896862269,1407.7345098026371,2574.001786518099,222.5804608130367,164.45135431635813,300.69453924587856
423,2020-05-28,North West,1552.0642205524969,1107.8515806172604,2169.3835851607346,221.97451325341774,158.4437113542932,310.2628480183566
258,2020-05-28,Midlands,1567.598225337473,1106.3829034468713,2217.0957539584783,148.76124290154152,104.99303532085874,210.39697204275043
368,2020-05-28,South West,286.25083723243085,155.62375487406106,525.4542303371634,51.1065654439627,27.784706902528246,93.81338853073176
203,2020-05-28,East of England,813.946875526008,556.4295527699551,1188.338481937045,125.49226946860699,85.78890032765104,183.2150198976886
588,2020-05-28,Northern Ireland,689.074902672083,296.1589068196652,1560.457781452156,366.2099386078217,157.39411588496264,829.3077372716849
38,2020-05-28,England,6376.313433810535,5512.108397389601,7374.208789541177,114.0592803236544,98.60040968790796,131.90959889636216
478,2020-05-28,Scotland,815.0824627552886,426.6786563063541,1897.326947724761,149.88368414617028,78.46098017806847,348.89519275569796
148,2020-05-28,London,566.120928188483,348.80408912939583,917.4530896218274,63.70500846088302,39.25056704807191,103.2400568971066
533,2020-05-28,Wales,1451.334141836332,890.8132016430072,2881.303849989536,462.40993026460643,283.8222147308834,918.0129330238362
93,2020-05-28,South East,520.0269424097592,343.7321125571195,785.8628053070479,58.827482233862334,38.884321360274264,88.89987507806092
643,2020-05-28,UK,9331.804941074237,8067.031351650066,10792.23578531478,,,
477,2020-05-29,Scotland,697.2319353792745,366.2086250940411,1775.0033598766836,128.21241525151697,67.34128189883252,326.40138281324056
147,2020-05-29,London,543.8562068869651,329.8993186181561,895.1699836955311,61.19958216719162,37.12323257693112,100.73256180041085
642,2020-05-29,UK,8767.949085205908,7540.675429084973,10192.33933783604,,,
367,2020-05-29,South West,323.45485814243887,180.79622188899012,577.4268871304632,57.748885682390515,32.27894120878415,103.09246701792111
37,2020-05-29,England,6063.7485517768255,5214.989191678146,7048.83003977547,108.46813022269275,93.28555132569412,126.08923476023024
312,2020-05-29,North East and Yorkshire,1646.3461381304692,1186.3577881656265,2280.180714529774,192.32593234289587,138.59015574957309,266.3704015063424
587,2020-05-29,Northern Ireland,735.2619827967052,316.2473744864768,1658.48547751145,390.7561348360154,168.07016355766265,881.4047102082014
257,2020-05-29,Midlands,1419.728514593058,984.0183622369627,2044.515325688385,134.72876850709326,93.38093922171693,194.01951090827353
532,2020-05-29,Wales,1271.7066152531027,798.1179503327761,2709.6441411396827,405.1787595461533,254.28855776062113,863.3203906861567
