,UTLA19CD,UTLA19NM,respondent,population,active_cases,percentage
0,E06000001,Hartlepool,116,92455.0,3681.518545872526,
1,E06000002,Middlesbrough,184,139659.0,2466.5618884585647,
2,E06000003,Redcar and Cleveland,253,135423.0,7685.488355745823,
3,E06000004,Stockton-on-Tees,420,195746.0,2.376054908381775e-11,
4,E06000005,Darlington,365,105508.0,1524.262971269162,
5,E06000006,Halton,201,127674.0,1784.0047956933074,
6,E06000007,Warrington,727,207992.0,1493.9965138019063,
7,E06000008,Blackburn with Darwen,162,148166.0,28473.456203445112,
8,E06000009,Blackpool,175,137963.0,909.247352164361,
9,E06000010,"Kingston upon Hull, City of",239,259149.0,0.0,
10,E06000011,East Riding of Yorkshire,1254,336031.0,23511.614164139035,6.99685867200914
11,E06000012,North East Lincolnshire,259,158300.0,440.16257148131217,
12,E06000013,North Lincolnshire,351,170405.0,2033.2768695269901,
13,E06000014,York,1173,207799.0,5106.62656550593,2.4574837056511
14,E06000015,Derby,628,254921.0,13053.003672038576,
15,E06000016,Leicester,379,353020.0,47180.75473083443,
16,E06000017,Rutland,304,39207.0,422.6863971030043,
17,E06000018,Nottingham,559,329068.0,2072.965517969154,
18,E06000019,"Herefordshire, County of",974,189824.0,24089.961923221614,12.690682907968231
19,E06000020,Telford and Wrekin,385,176740.0,1279.1215725625625,
20,E06000021,Stoke-on-Trent,290,254230.0,14769.4369234382,
21,E06000022,Bath and North East Somerset,1404,190096.0,6256.679642802772,3.291326299765788
22,E06000023,"Bristol, City of",2379,459940.0,47606.6238589054,10.350616136649432
23,E06000024,North Somerset,1430,211262.0,1305.8900177695969,0.6181376763306211
24,E06000025,South Gloucestershire,1354,280179.0,2825.873151381561,1.0085956304296757
25,E06000026,Plymouth,691,260815.0,6035.396386368562,
26,E06000027,Torbay,432,133799.0,2402.129307061914,
27,E06000030,Swindon,753,220365.0,25532.067544769405,11.586262584697844
28,E06000031,Peterborough,472,199601.0,0.0,
29,E06000032,Luton,252,212818.0,2324.546414765786,
30,E06000033,Southend-on-Sea,576,180319.0,439.79006585515197,
31,E06000034,Thurrock,243,171548.0,9743.022144453098,
32,E06000035,Medway,652,276085.0,26507.106781234514,
33,E06000036,Bracknell Forest,663,120850.0,6744.544004896274,
34,E06000037,West Berkshire,1030,157215.0,7318.574761260371,4.655137716668492
35,E06000038,Reading,633,162111.0,2971.4313307387547,
36,E06000039,Slough,149,148414.0,7933.55079677496,
37,E06000040,Windsor and Maidenhead,1014,149214.0,14817.098489741038,9.930099380581606
38,E06000041,Wokingham,1242,166550.0,2440.0798870124618,1.4650734836460293
39,E06000042,Milton Keynes,1006,266983.0,4545.459167129093,1.7025275643501994
40,E06000043,Brighton and Hove,1865,287939.0,14995.063461743648,5.207722282061009
41,E06000044,Portsmouth,664,213493.0,10074.029913279343,
42,E06000045,Southampton,687,250992.0,17620.6901766663,
43,E06000046,Isle of Wight,654,139483.0,2858.7542366746247,
44,E06000047,County Durham,1320,522842.0,23573.712541764646,4.508764127932462
45,E06000049,Cheshire East,2106,376355.0,5187.396574550217,1.3783254040866249
46,E06000050,Cheshire West and Chester,1610,337053.0,13112.143457685735,3.8902319390973337
47,E06000051,Shropshire,1698,316547.0,19974.19425501665,6.310024816225283
48,E06000052,Cornwall,3039,558138.0,32741.10319252889,5.866130453853508
49,E06000053,Isles of Scilly,18,2198.0,1.9895196601282805e-13,
50,E06000054,Wiltshire,3154,492707.0,30783.321958378336,6.2477947255424295
51,E06000055,Bedford,682,170018.0,6137.62091056381,
52,E06000056,Central Bedfordshire,1321,281466.0,14041.353819879607,4.988650074921876
53,E06000057,Northumberland,1412,316927.0,14975.889927338485,4.725343668207027
54,E06000058,"Bournemouth, Christchurch and Poole",1915,390510.0,7126.57155615637,1.8249395805885562
55,E06000059,Dorset,2819,370768.0,8150.319559119825,2.198226265243987
56,E08000001,Bolton,548,283381.0,700.7623497606114,
57,E08000002,Bury,525,188590.0,3216.7159600097566,
58,E08000003,Manchester,897,545218.0,40135.85874576064,7.361433178244416
59,E08000004,Oldham,360,233982.0,2630.2233273068887,
60,E08000005,Rochdale,317,218452.0,4605.292373990464,
61,E08000006,Salford,406,252606.0,33514.71408521433,
62,E08000007,Stockport,1185,288940.0,21423.300297358906,7.414446008638093
63,E08000008,Tameside,373,223765.0,25829.146694441988,
64,E08000009,Trafford,876,234138.0,13710.863495849368,5.8558899007633824
65,E08000010,Wigan,452,323990.0,7379.441641195834,
66,E08000011,Knowsley,149,148509.0,0.0,
67,E08000012,Liverpool,854,491811.0,4505.304031657886,0.9160641042306671
68,E08000013,St. Helens,297,178726.0,4449.275862029753,
69,E08000014,Sefton,1038,272132.0,4937.471628723698,1.814366420973534
70,E08000015,Wirral,1216,319813.0,6408.078566365009,2.0036954615243934
71,E08000016,Barnsley,447,243197.0,5211.706691342264,
72,E08000017,Doncaster,525,308096.0,1622.7413609696446,
73,E08000018,Rotherham,440,262478.0,6.821210263296962e-13,
74,E08000019,Sheffield,2046,577908.0,12081.730707872714,2.090597587829328
75,E08000021,Newcastle upon Tyne,919,297950.0,108.1049869230701,0.036282928989115656
76,E08000022,North Tyneside,715,204137.0,4090.2776399988634,
77,E08000023,South Tyneside,269,148927.0,0.0,
78,E08000024,Sunderland,553,274345.0,21452.437137832396,
79,E08000025,Birmingham,1793,1133553.0,33636.3595763686,2.967338940161475
80,E08000026,Coventry,592,364246.0,20902.107191690386,
81,E08000027,Dudley,532,317880.0,8580.30048805082,
82,E08000028,Sandwell,213,325089.0,0.0,
83,E08000029,Solihull,890,212380.0,13101.508060322138,6.1688991714484125
84,E08000030,Walsall,342,281197.0,0.0,
85,E08000031,Wolverhampton,266,259759.0,3165.184062678565,
86,E08000032,Bradford,1283,533428.0,332.388103669575,0.06231170910967834
87,E08000033,Calderdale,677,208357.0,12619.03243301561,
88,E08000034,Kirklees,1070,435440.0,5144.268102941013,1.1813953938409454
89,E08000035,Leeds,2438,783815.0,73013.91756535824,9.315197790978512
90,E08000036,Wakefield,671,342234.0,40944.297788872755,
91,E08000037,Gateshead,463,200838.0,9664.215960307462,
92,E09000001,City of London,84,8610.0,3.268496584496461e-13,
93,E09000002,Barking and Dagenham,141,210737.0,434.67741410638206,
94,E09000003,Barnet,1692,388654.0,3537.312608290761,0.9101443979196819
95,E09000004,Bexley,791,244881.0,8385.293069367646,3.4242317980438037
96,E09000005,Brent,494,328913.0,2915.3671254317774,
97,E09000006,Bromley,2314,327901.0,9887.73227633529,3.015462678166669
98,E09000007,Camden,1093,260516.0,6731.327348650222,2.5838441203804074
99,E09000008,Croydon,1304,382662.0,1249.850756266406,0.3266200344602824
100,E09000009,Ealing,1158,339832.0,9802.456793117697,2.884500810140804
101,E09000010,Enfield,936,331642.0,8694.447468424401,2.6216364237413843
102,E09000011,Greenwich,968,284660.0,12644.433065373012,4.441942340115581
103,E09000012,Hackney,763,278710.0,21311.09601560659,7.6463334704914026
104,E09000013,Hammersmith and Fulham,708,184553.0,6294.173321478744,
105,E09000014,Haringey,1290,269600.0,7180.932848304177,2.6635507597567423
106,E09000015,Harrow,687,248001.0,11438.888601473212,
107,E09000016,Havering,707,255125.0,9290.186646304337,
108,E09000017,Hillingdon,738,302771.0,2279.8189021111575,
109,E09000018,Hounslow,779,269471.0,417.16661007740817,0.15480946375580606
110,E09000019,Islington,1023,238213.0,22806.702998533725,9.574079919456
111,E09000020,Kensington and Chelsea,462,154948.0,3565.6195660003605,
112,E09000021,Kingston upon Thames,1132,173987.0,8455.175617392862,4.859659409836863
113,E09000022,Lambeth,1272,324575.0,5269.991039347244,1.623658950734728
114,E09000023,Lewisham,1149,302166.0,17058.0288267517,5.645250897437733
115,E09000024,Merton,922,204875.0,11178.849099761888,5.456424209767852
116,E09000025,Newham,249,350961.0,0.0,
117,E09000026,Redbridge,683,301727.0,11936.10982286521,
118,E09000027,Richmond upon Thames,1944,195070.0,5696.67581158747,2.9203238896742043
119,E09000028,Southwark,1269,315948.0,12372.190224898937,3.9158944588663127
120,E09000029,Sutton,950,202906.0,4623.074940234771,2.278431855260451
121,E09000030,Tower Hamlets,528,316864.0,12512.672762281849,
122,E09000031,Waltham Forest,769,275124.0,22814.01371618285,8.292265929610958
123,E09000032,Wandsworth,1472,325003.0,13763.965288535845,4.235027150068105
124,E09000033,Westminster,597,253744.0,882.6969060410634,
125,E10000002,Buckinghamshire,3806,534652.0,23041.159972681668,4.309562102579186
126,E10000003,Cambridgeshire,4296,645140.0,21074.610292806014,3.2666723955739863
127,E10000006,Cumbria,2220,493197.0,12229.148174966032,2.479566618403201
128,E10000007,Derbyshire,3002,788644.0,8799.146212035695,1.1157310791733273
129,E10000008,Devon,5073,782808.0,15660.454433195551,2.0005485934220846
130,E10000011,East Sussex,3574,545756.0,7963.253844078772,1.4591234625141587
131,E10000012,Essex,6190,1462952.0,44398.80487831396,3.034877759373784
132,E10000013,Gloucestershire,3700,626996.0,13104.26277933438,2.090007397070217
133,E10000014,Hampshire,9107,1360471.0,60050.49640038181,4.413949022094687
134,E10000015,Hertfordshire,7102,1173128.0,59741.98293480383,5.092537466909308
135,E10000016,Kent,7702,1552763.0,38396.38578283702,2.4727782528845044
136,E10000017,Lancashire,3420,1198862.0,26693.568940962603,2.2265756142877664
137,E10000018,Leicestershire,2703,691742.0,16608.800664403723,2.4010108775242394
138,E10000019,Lincolnshire,2527,748129.0,47257.6445136379,6.316777522811962
139,E10000020,Norfolk,4124,888775.0,44616.34074940756,5.019981519440528
140,E10000021,Northamptonshire,2634,741608.0,31003.0234430501,4.180513619466093
141,E10000023,North Yorkshire,3474,605962.0,14906.618469824465,2.4599922882663376
142,E10000024,Nottinghamshire,3078,815579.0,19521.32674917973,2.3935543643448067
143,E10000025,Oxfordshire,5356,680766.0,17000.685242663887,2.4972876498920167
144,E10000027,Somerset,3168,551952.0,15957.43428457983,2.89109094352042
145,E10000028,Staffordshire,2604,867253.0,42135.77532240622,4.858533244901571
146,E10000029,Suffolk,3893,749202.0,11758.771536080176,1.5695061593642539
147,E10000030,Surrey,8978,1176444.0,47858.125850188815,4.068032634803596
148,E10000031,Warwickshire,2774,565051.0,7111.096573805053,1.25848756551268
149,E10000032,West Sussex,5620,847765.0,21751.54617144424,2.5657518500344128
150,E10000034,Worcestershire,2710,585370.0,13930.557015324272,2.3797866332959106
151,W06000001,Isle of Anglesey,294,69076.0,370.76267533972924,
152,W06000002,Gwynedd,470,121417.0,2.2737367544323206e-11,
153,W06000003,Conwy,635,115236.0,17589.71943466192,
154,W06000004,Denbighshire,393,94456.0,2032.5115295163405,
155,W06000005,Flintshire,664,154332.0,18644.52124790342,
156,W06000006,Wrexham,436,134977.0,1.1368683772161603e-11,
157,W06000008,Ceredigion,410,72040.0,1609.3927914216174,
158,W06000009,Pembrokeshire,639,123478.0,2490.4972073149943,
159,W06000010,Carmarthenshire,774,185570.0,9289.136387715469,5.0057317388130995
160,W06000011,Swansea,1099,244141.0,8033.079487595343,3.2903443041502016
161,W06000012,Neath Port Talbot,330,141710.0,3.183231456205249e-12,
162,W06000013,Bridgend,414,143796.0,541.6563401336706,
163,W06000014,Vale of Glamorgan,837,130940.0,8339.110860097375,6.368650420114079
164,W06000015,Cardiff,1630,361544.0,9069.387181454153,2.508515472931138
165,W06000016,Rhondda Cynon Taf,649,238246.0,8415.734203623968,
166,W06000018,Caerphilly,450,179810.0,2520.4262117899757,
167,W06000019,Blaenau Gwent,113,69190.0,3.751665644813329e-12,
168,W06000020,Torfaen,310,92181.0,2235.1037817079327,
169,W06000021,Monmouthshire,712,92911.0,3026.1651666989155,
170,W06000022,Newport,434,152146.0,4400.301545608361,
171,W06000023,Powys,736,131960.0,10343.594099524958,
172,W06000024,Merthyr Tydfil,129,59791.0,1166.480028979067,
173,N09000001,Antrim and Newtownabbey,130,141298.0,1152.2762910220124,
174,N09000002,"Armagh City, Banbridge and Craigavon",123,210609.0,3.61524143954739e-11,
175,N09000003,Belfast,304,334945.0,32111.360587272175,
176,N09000004,Causeway Coast and Glens,120,142994.0,13927.449972020166,
177,N09000005,Derry City and Strabane,82,149612.0,2.4556356947869062e-11,
178,N09000006,Fermanagh and Omagh,44,115899.0,0.0,
179,N09000007,Lisburn and Castlereagh,224,147276.0,11806.595246505007,
180,N09000008,Mid and East Antrim,128,137485.0,10541.502071413239,
181,N09000009,Mid Ulster,49,147764.0,1.3415046851150692e-11,
182,N09000010,"Newry, Mourne and Down",115,179222.0,2.120259523508139e-11,
183,N09000011,Ards and North Down,290,159517.0,6909.676346015184,
184,S12000005,Clackmannanshire,122,51067.0,9.890754881780595e-12,
185,S12000006,Dumfries and Galloway,402,147333.0,1468.0173141264352,
186,S12000008,East Ayrshire,165,120952.0,3438.9623283680676,
187,S12000010,East Lothian,482,104960.0,4917.968677333466,
188,S12000011,East Renfrewshire,336,94204.0,1996.8667686198119,
189,S12000013,Na h-Eileanan Siar,43,25770.0,1154.8535425528125,
190,S12000014,Falkirk,308,159245.0,11738.803554464459,
191,S12000015,Fife,944,368877.0,6562.771967816083,1.779122029244459
192,S12000017,Highland,792,230386.0,5376.666071760323,2.3337642355700097
193,S12000018,Inverclyde,123,77450.0,0.0,
194,S12000019,Midlothian,238,90771.0,3474.606846080558,
195,S12000020,Moray,232,94651.0,5.7411853049416095e-12,
196,S12000021,North Ayrshire,243,134153.0,2321.5284533936756,
197,S12000023,Orkney Islands,47,19786.0,0.0,
198,S12000024,Perth and Kinross,607,149565.0,2432.3937189192293,
199,S12000026,Scottish Borders,462,114246.0,2872.997535441864,
200,S12000027,Shetland Islands,30,22045.0,0.0,
201,S12000028,South Ayrshire,275,111302.0,4.149569576838985e-12,
202,S12000029,South Lanarkshire,594,316689.0,8264.371152705897,
203,S12000030,Stirling,377,93610.0,1976.065755220025,
204,S12000033,Aberdeen City,548,226003.0,36744.79001455191,
205,S12000034,Aberdeenshire,800,259515.0,6570.245466117028,2.531740156105438
206,S12000035,Argyll and Bute,379,82750.0,3.879563337250147e-12,
207,S12000036,City of Edinburgh,2712,514447.0,21371.37245208313,4.154241827065398
208,S12000038,Renfrewshire,373,176470.0,3022.159022388284,
209,S12000039,West Dunbartonshire,127,88557.0,940.7702083141912,
210,S12000040,West Lothian,423,181179.0,2306.7476167314107,
211,S12000041,Angus,311,114789.0,9352.916667756237,
212,S12000042,Dundee City,301,147562.0,0.0,
213,S12000044,North Lanarkshire,398,338454.0,1776.6928392592627,
214,S12000045,East Dunbartonshire,472,107248.0,262.55368205786317,
215,S12000046,Glasgow City,1077,622625.0,36814.28303726441,5.912753750213115
