date,imd,respondent_count,unhealthy_count,unhealthy_unk_count,predicted_covid_positive_count,predicted_covid_positive_prob,population,corrected_covid_positive,corrected_covid_positive_prob,factor,factor_prob,+ symptom_based,+ response_rate
20211101,1,68565,7878,7878,605,3398.4520588962737,19898378,382226.87012270803,1425957.16787707,1.51352583291269,0.28402453434429786,254734.8331066034,0.003445758242204465
20211101,2,182552,19104,19101,1400,7993.9448365556955,20057685,352737.86193233595,1342787.3106481396,1.51352583291269,0.28402453434429786,236967.0158098142,0.009101349432898163
20211101,3,420555,41616,41611,3526,19010.351747284032,25874671,491269.8515606629,1784444.6046217668,1.51352583291269,0.28402453434429786,326467.1516932962,0.016253539996701795
20211102,1,68577,7877,7877,578,3162.218658342839,19898378,386965.5701221262,1332671.008531954,1.6936612612739839,0.3213638387129626,247017.74698809668,0.003446361306434122
20211102,2,182725,19043,19041,1379,7646.322300961307,20057685,350921.07759023464,1230126.5419979093,1.6936612612739839,0.3213638387129626,222358.53047748288,0.009109974555887182
20211102,3,421429,41447,41443,3353,17584.498742549822,25874671,484243.6998105443,1596825.238360376,1.6936612612739839,0.3213638387129626,302069.76154308004,0.01628731820396866
20211103,1,68526,7825,7825,568,3095.661131901355,19898378,403821.3959882898,1333420.1364970948,1.9363373380187494,0.35370315400049973,258873.61321215087,0.0034437982834580787
20211103,2,182520,18884,18882,1358,7461.986076945757,20057685,353411.68481784017,1198359.4928064775,1.9363373380187494,0.35370315400049973,218359.2553690054,0.009099754034426207
20211103,3,421081,41451,41447,3238,16804.06137434646,25874671,457241.33970620757,1482189.8876430392,1.9363373380187494,0.35370315400049973,280319.0625153021,0.016273868757596958
20211104,1,67993,7690,7690,556,3011.3982488420356,19898378,401302.05074495816,1315566.2881988392,1.9552180071384684,0.36864608026700824,251321.08465831543,0.0034170121805907998
20211104,2,180913,18708,18706,1308,7156.473846241048,20057685,346149.4186862717,1142793.2563753105,1.9552180071384684,0.36864608026700824,208144.33095491986,0.009019635117412602
20211104,3,417253,40906,40905,3155,16462.349593828778,25874671,455652.7907470425,1429716.4570901168,1.9552180071384684,0.36864608026700824,268832.5928148754,0.016125924847508206
20211105,1,67676,7674,7674,550,2947.936327346474,19898378,398736.6609289195,1309321.1407391154,2.1913249441083233,0.4060868566168053,243551.34660308599,0.0034010812338573526
20211105,2,180304,18613,18612,1247,6754.423339509885,20057685,335912.72789161664,1049727.9513483741,2.1913249441083233,0.4060868566168053,191830.55642522062,0.008989272690243166
20211105,3,415766,40633,40632,3025,15554.922981143689,25874671,454682.0599870509,1332710.432113783,2.1913249441083233,0.4060868566168053,255727.73845410117,0.01606845551775325
20211106,1,67405,7562,7562,522,2897.04213255814,19898378,407590.43867563515,1348417.7361893351,1.9268737610225783,0.34405118502964355,239571.46325316277,0.0033874620333375917
20211106,2,179726,18354,18353,1186,6641.247949179607,20057685,325821.0681959819,1015180.1645370043,1.9268737610225783,0.34405118502964355,179151.2362026731,0.008960455805343439
20211106,3,413936,40200,40199,2843,15303.675642004438,25874671,440138.9913390264,1333612.3976392709,1.9268737610225783,0.34405118502964355,243387.0660914054,0.015997729980798597
20211107,1,67415,7600,7600,512,2860.825426865704,19898378,398912.95240152196,1290568.45143831,1.9409877889007412,0.3426982428388235,231913.79319764904,0.003387964586862306
20211107,2,179645,18392,18391,1165,6478.963271727694,20057685,320592.0117163599,998910.9013411701,1.9409877889007412,0.3426982428388235,178895.4604849142,0.008956417452961296
20211107,3,413940,40495,40494,2804,14980.412155530203,25874671,436118.0612087436,1313051.6432359861,1.9409877889007412,0.3426982428388235,241816.36553288708,0.015997884572136203
20211108,1,67347,7623,7623,493,2833.284411079919,19898378,390457.5517039962,1277807.9282220453,1.9465524616805765,0.33532743203662435,224411.6476023502,0.003384547222894248
20211108,2,179369,18440,18440,1180,6523.821037442855,20057685,326209.30920333776,1007222.3857336157,1.9465524616805765,0.33532743203662435,180969.62788579502,0.008942657141140665
20211108,3,413112,40448,40448,2741,14526.613840582326,25874671,418606.5924234191,1265327.5493973484,1.9465524616805765,0.33532743203662435,234852.34803216325,0.0159658841652518
20211109,1,67219,7629,7629,477,2762.1152120099086,19898378,371824.17481015244,1235791.7695254588,1.7533927663377538,0.30264863391240615,211749.05332469527,0.003378114537777903
20211109,2,179108,18521,18521,1153,6404.693721383721,20057685,320234.1180556099,1014155.0796805421,1.7533927663377538,0.30264863391240615,179434.32547886073,0.008929644672353763
20211109,3,412163,40750,40750,2708,14548.314044842136,25874671,421456.5397515161,1296062.0059815878,1.7533927663377538,0.30264863391240615,239168.1398387477,0.015929207370404826
20211110,1,67000,7658,7658,480,2742.8732977465907,19898378,358678.7244006334,1221971.3764353828,1.771046663459874,0.3066167616272619,210791.47450205212,0.0033671086155866573
20211110,2,178562,18520,18520,1144,6304.176487483052,20057685,309373.66528893047,1002144.7683928125,1.771046663459874,0.3066167616272619,176752.85023267168,0.008902423185925993
20211110,3,411335,40776,40776,2697,14425.11546145961,25874671,424090.85475500923,1326295.3780274016,1.771046663459874,0.3066167616272619,246478.69097205505,0.015897206963520424
20211111,1,66858,7677,7677,492,2883.057286048822,19898378,329955.1200546625,1274198.4025103904,1.5475334275754893,0.254873410119528,213365.44372669738,0.0033599723555357125
20211111,2,177973,18612,18612,1195,6846.308629605961,20057685,326560.2489726761,1186095.9543947796,1.5475334275754893,0.254873410119528,204151.03827572495,0.00887305788280153
20211111,3,409888,40936,40936,2750,15494.954220403662,25874671,414873.1546435404,1482222.1090956007,1.5475334275754893,0.254873410119528,261863.31340761748,0.015841283547141528
20211112,1,66796,7654,7654,488,2917.8592928143426,19898378,310417.0840223814,1272594.9565255912,1.3227956395531137,0.22138768568484202,206043.3341909019,0.003356856523682483
20211112,2,177599,18498,18498,1212,6967.106376810592,20057685,318736.4510223252,1225200.6097946693,1.3227956395531137,0.22138768568484202,208211.16722616507,0.00885441166316053
20211112,3,409153,41110,41110,2815,15944.819739001488,25874671,422088.90739744937,1567702.8837198147,1.3227956395531137,0.22138768568484202,274509.79703426233,0.01581287738885646
20211113,1,66695,7684,7684,529,3241.1319930077257,19898378,315301.0538521787,1392385.0761281492,1.3189629738475108,0.20760733017368324,219914.18168401587,0.0033517807330828674
20211113,2,177726,18553,18553,1208,7308.624176587125,20057685,310167.594445453,1323535.4072154844,1.3189629738475108,0.20760733017368324,217137.24296239024,0.008860743400846109
20211113,3,409473,41320,41320,2869,16837.740163290604,25874671,407647.89986428415,1680301.2571368846,1.3189629738475108,0.20760733017368324,285020.2806848431,0.015825244695864927
20211114,1,66599,7590,7590,521,3229.460875051715,19898378,309052.3708952116,1442587.6056448524,1.506967982966561,0.23713557140404054,228779.3376883702,0.003346956219245609
20211114,2,177465,18501,18500,1222,7443.3372193842915,20057685,301686.1419288507,1300808.6882520444,1.506967982966561,0.23713557140404054,214257.83356851013,0.008847730932059207
20211114,3,408711,41019,41018,2931,17286.466259036148,25874671,406192.5773671046,1737052.5105784102,1.506967982966561,0.23713557140404054,293647.1060415151,0.015795795046051022
20211115,1,66443,7581,7581,531,3437.5857484361823,19898378,315168.8971924595,1614571.0615560529,1.3922359736047807,0.20898142485322788,244052.92453358078,0.003339116384260064
20211115,2,176871,18517,18516,1265,7979.101304413458,20057685,304089.6363727837,1448676.353525499,1.3922359736047807,0.20898142485322788,233326.4018097552,0.008818116347923502
20211115,3,407796,40895,40894,2945,18203.629418697434,25874671,384504.70925523154,1834646.1517691684,1.3922359736047807,0.20898142485322788,296175.1748954324,0.015760432277573694
20211116,1,66464,7611,7611,531,3364.2834914225677,19898378,301498.38807076955,1576936.3691551269,1.3566804468788647,0.21416765737424795,241488.07748117764,0.0033401717466619643
20211116,2,176921,18583,18582,1281,7926.870152541923,20057685,301715.1899025456,1446930.8440771021,1.3566804468788647,0.21416765737424795,239658.51692913778,0.008820609158035935
20211116,3,407926,40937,40936,2973,18104.46195073449,25874671,390877.92603152664,1876907.852438453,1.3566804468788647,0.21416765737424795,306948.47044318187,0.015765456496045882
20211117,1,66429,7541,7541,531,3300.466193451161,19898378,294896.19655291806,1540860.8415584886,1.262011882045002,0.20115720455175334,241817.7770493895,0.0033384128093254637
20211117,2,176907,18674,18673,1294,8040.492870385558,20057685,307343.73740723095,1530629.7980130618,1.262011882045002,0.20115720455175334,251395.90906500077,0.008819911171204453
20211117,3,407565,41055,41054,2948,18045.576268464683,25874671,385617.3866523735,1921953.7393594207,1.262011882045002,0.20115720455175334,313248.32023100485,0.01575150462782696
20211118,1,66591,7585,7585,531,3297.585671182034,19898378,299561.71505684056,1546092.6219371562,1.2942424843250464,0.21710895721015,246424.22629569622,0.0033465541764258373
20211118,2,177411,18750,18749,1292,7890.253635101641,20057685,304494.86141458526,1505094.5488003246,1.2942424843250464,0.21710895721015,247122.3004564549,0.008845038697137781
20211118,3,409153,41265,41264,2960,18050.29481160711,25874671,381166.5038009539,1890293.3323855663,1.2942424843250464,0.21710895721015,308018.62997938786,0.01581287738885646
20211119,1,66604,7621,7621,525,3207.864112731805,19898378,310870.61420957063,1586755.4113081442,1.1117824621160626,0.18876999461326505,265138.0846985104,0.003347207496007966
20211119,2,177447,18897,18896,1286,7743.917127904068,20057685,306756.8658677943,1581516.365145237,1.1117824621160626,0.18876999461326505,264433.8327708174,0.008846833520418733
20211119,3,409408,41443,41442,2988,17929.96315886706,25874671,368625.1082334614,1919267.7526259825,1.1117824621160626,0.18876999461326505,317757.043205929,0.01582273258662883
20211120,1,66391,7619,7619,521,3207.050645739563,19898378,321861.3616984235,1652462.0633109203,1.0460394976358462,0.1872494790813456,278925.2025845752,0.003336503105931549
20211120,2,177037,18917,18916,1321,7886.089561948875,20057685,301777.7068191715,1559350.8563797993,1.0460394976358462,0.1872494790813456,263498.10965736036,0.00882639247749678
20211120,3,408493,41520,41519,3018,17958.354219248442,25874671,367127.48703954706,1931475.6672697996,1.0460394976358462,0.1872494790813456,321256.6268860551,0.015787369818151504
20211121,1,66294,7718,7718,519,3208.6586047765604,19898378,324199.56212318246,1678657.5894311545,1.0098096508138172,0.17892586484230796,282101.6749046291,0.003331628336741819
20211121,2,176905,18969,18969,1308,7923.163523338081,20057685,309172.454791879,1621112.2747354892,1.0098096508138172,0.17892586484230796,270327.77981734887,0.008819811458799957
20211121,3,408187,41643,41643,2990,18014.851886194894,25874671,363795.20740423416,1916038.3057163784,1.0098096508138172,0.17892586484230796,317015.3924912754,0.015775543580824662
20211122,1,66189,7752,7752,528,3159.4866307610696,19898378,316875.38261291117,1568042.1015599256,1.0519444072202566,0.187557179794149,273590.2767778676,0.0033263515247323175
20211122,2,176672,19054,19054,1315,7689.518007329645,20057685,329893.8927193851,1628781.1812041823,1.0519444072202566,0.187557179794149,286051.4101673091,0.008808194963676018
20211122,3,407710,41840,41840,3063,17873.643933469,25874671,359644.37924154964,1796611.3285012925,1.0519444072202566,0.187557179794149,305152.23507209553,0.01575710856381517
20211123,1,66007,7756,7756,511,3103.485124448843,19898378,323553.9753603839,1603243.7115165726,1.0436735915574902,0.17995758741391868,276415.29011514265,0.003317205050582515
20211123,2,176396,19173,19173,1320,7790.204089024203,20057685,329505.006664608,1619503.2382932187,1.0436735915574902,0.17995758741391868,281795.9810291424,0.008794434651855386
20211123,3,407320,42059,42059,3051,17853.271291765344,25874671,363482.7805767894,1804426.3657652952,1.0436735915574902,0.17995758741391868,306458.71581818286,0.015742035908398604
20211124,1,65994,7862,7862,532,3194.2658026057607,19898378,312110.0451318653,1494352.9866516157,1.0681127454381671,0.18186585557422585,257709.46073334618,0.003316551731000386
20211124,2,176629,19351,19351,1339,7976.316106159209,20057685,339332.9199846105,1668932.2611411682,1.0681127454381671,0.18186585557422585,286345.0211059901,0.008806051146979325
20211124,3,407554,42702,42701,3096,18195.872130620046,25874671,375501.88154009334,1874287.5346248848,1.0681127454381671,0.18186585557422585,315053.6653593432,0.015751079501648543
20211125,1,65865,7964,7964,552,3338.6509160827527,19898378,317188.85961577616,1506428.0627485935,1.194284316437443,0.20529185868688202,257052.78776409908,0.00331006879053157
20211125,2,176226,19451,19451,1348,8104.8694767255665,20057685,342745.27620156104,1672587.5063861455,1.194284316437443,0.20529185868688202,289124.0118932108,0.008785959097473112
20211125,3,406233,43037,43036,3066,18177.791495865742,25874671,376765.11163984187,1862638.7419807618,1.194284316437443,0.20529185868688202,313504.8398079422,0.01570002571240423
20211126,1,65821,7969,7969,553,3255.9242576474726,19898378,313227.42628703866,1517909.6254523492,1.188216144267031,0.20821313542193778,251042.9964944012,0.0033078575550228263
20211126,2,175880,19424,19424,1354,7932.418587347283,20057685,342968.0592492774,1602451.4404923588,1.188216144267031,0.20821313542193778,280425.0697770751,0.008768708851495076
20211126,3,405523,43058,43057,3071,17649.77268709101,25874671,389919.58510347747,1848736.1532908704,1.188216144267031,0.20821313542193778,319354.8551538344,0.015672585749979196
20211127,1,65627,7981,7981,549,3314.1130977148746,19898378,314587.47804677114,1532677.94306348,1.2730585303034214,0.2180043151228582,243439.5454333353,0.0032981080166433665
20211127,2,175512,19532,19532,1321,7834.152912276541,20057685,335707.85434265004,1566578.1239578722,1.2730585303034214,0.2180043151228582,263934.1187361256,0.008750361769067566
20211127,3,404189,43083,43082,3056,17782.465245530613,25874671,404245.50704992004,1880598.6200661256,1.2730585303034214,0.2180043151228582,319141.17453839054,0.015621029538887663
20211128,1,65714,7931,7931,552,3367.2564636226825,19898378,308435.9896465725,1427034.9516396208,1.4094558905886898,0.24012210716882854,224990.28628806368,0.003302480232308382
20211128,2,175558,19576,19576,1289,7845.540054818046,20057685,330147.3236284365,1509785.5263678294,1.4094558905886898,0.24012210716882854,248465.4637758711,0.008752655154371005
20211128,3,404638,43066,43065,3006,17692.674486780852,25874671,423626.68455240177,1859683.6755674137,1.4094558905886898,0.24012210716882854,312815.5513605614,0.015638382416533914
20211129,1,65963,8084,8084,569,3561.769692547804,19898378,331406.10940440174,1627452.5888026494,1.472034290230502,0.23602815091286933,248166.7157866079,0.0033149938150737715
20211129,2,176441,19921,19921,1303,8259.341937973906,20057685,324213.2922072418,1600187.1298938072,1.472034290230502,0.23602815091286933,251541.4201165558,0.008796678180956577
20211129,3,406215,43449,43448,3001,18123.759429906775,25874671,412855.4080729957,1932194.0337958226,1.472034290230502,0.23602815091286933,317686.13410182233,0.015699330051385
20211130,1,66428,8269,8269,564,3670.088212943348,19898378,361578.87582311116,1800073.6138335795,1.5298546949386347,0.23699488897637522,270843.0079320468,0.003338362553972992
20211130,2,177150,20222,20222,1267,8290.001403232336,20057685,314370.8978295147,1556458.5316447776,1.5298546949386347,0.23699488897637522,240727.68175360604,0.00883202622835088
20211130,3,407710,44530,44529,2965,18501.7237441037,25874671,397872.2012179611,1912284.301746437,1.5298546949386347,0.23699488897637522,304888.48521923233,0.01575710856381517
20211201,1,66710,8419,8419,566,3649.7575033844582,19898378,364799.9699339005,1797635.6399094092,1.349642853067323,0.2084286598865361,273192.1405175199,0.003352534563369939
20211201,2,177557,20600,20600,1270,8308.156180168287,20057685,318726.6514750659,1561443.6945254616,1.349642853067323,0.2084286598865361,244866.85336418345,0.008852317702666085
20211201,3,408706,45315,45314,2960,18486.20629895769,25874671,394965.0630251968,1907092.4864554554,1.349642853067323,0.2084286598865361,304770.636427008,0.015795601806879014
20211202,1,68098,8807,8807,547,3645.1402577794024,19898378,344539.65906670416,1747735.0480254919,1.4159226273421317,0.21240406487538047,254111.25303332607,0.0034222889926003013
20211202,2,180404,21252,21252,1312,8782.01692126543,20057685,326947.7921979386,1641276.6097784415,1.4159226273421317,0.21240406487538047,242083.63170260625,0.008994258310468033
20211202,3,414865,46624,46623,3035,19516.467032968492,25874671,411861.94289787463,1978449.876329603,1.4159226273421317,0.21240406487538047,308644.6689261983,0.016033633818957543
20211203,1,68977,8979,8979,552,3784.385274495147,19898378,334882.27063752594,1719662.3316723474,1.4279853928914583,0.21062481345268444,243600.2896140482,0.0034664634474226995
20211203,2,182789,21733,21733,1320,9123.955018917552,20057685,324982.3345635405,1661651.4216309052,1.4279853928914583,0.21062481345268444,236983.04113557655,0.009113165352831097
20211203,3,419440,47444,47442,3096,20268.10068841363,25874671,428243.3116106169,2041494.1677684032,1.4279853928914583,0.21062481345268444,313518.65948043263,0.016210447661344177
20211204,1,69717,9134,9134,573,3849.7437893183996,19898378,344798.18460496975,1800211.1102745733,1.351574327667074,0.20310988585987613,259004.30219496487,0.003503652408251567
20211204,2,184512,22138,22138,1391,9670.365595165562,20057685,333352.5881446697,1778243.8771643117,1.351574327667074,0.20310988585987613,251732.56488928702,0.009199067589305545
20211204,3,423439,48104,48103,3131,20648.652515170746,25874671,414756.8078189654,2055564.9598594916,1.351574327667074,0.20310988585987613,311264.7649505529,0.016365000351115575
20211205,1,70273,9327,9327,583,3959.3617555026917,19898378,350783.26327465987,1921825.3124018798,1.3396174986478042,0.1939769553782689,277668.2553121276,0.0035315943842256893
20211205,2,185745,22374,22374,1405,9894.772856256384,20057685,338567.2554182141,1881406.2214383797,1.3396174986478042,0.1939769553782689,265551.02812121005,0.00926054028667815
20211205,3,425798,48672,48671,3136,21068.737421427595,25874671,408853.0630654129,2120263.073430851,1.3396174986478042,0.1939769553782689,314095.0820729663,0.016456170592468598
20211206,1,70559,9375,9375,570,4020.8616713356264,19898378,344495.744965721,1900500.4032310972,1.3663949943577218,0.1920753902724707,267063.1340605232,0.003545967415032522
20211206,2,186524,22460,22460,1416,10194.211481833147,20057685,340904.7939751139,1930084.7376331189,1.3663949943577218,0.1920753902724707,267607.2338502842,0.009299378268229857
20211206,3,427282,49032,49031,3118,21456.23716555867,25874671,417367.50079362147,2201097.2646155423,1.3663949943577218,0.1920753902724707,318299.1512342554,0.016513523978720347
20211207,1,71088,9543,9543,550,3954.3462278956704,19898378,324098.63317964046,1822427.63619517,1.4652155148947235,0.2014689279359611,252721.98426580583,0.003572552496489915
20211207,2,187602,22919,22919,1413,10153.911577478853,20057685,353960.2280109217,1973884.4999652167,1.4652155148947235,0.2014689279359611,274874.1727301286,0.009353123254253918
20211207,3,429688,49780,49779,3137,21783.23458432975,25874671,428714.15780727484,2257943.4442677507,1.4652155148947235,0.2014689279359611,322435.17285016907,0.016606510668290237
20211208,1,71434,9755,9755,578,4169.545559611084,19898378,332578.08807173016,1932382.0982781784,1.3748903041279095,0.19201627541197872,269721.1263318793,0.003589940848445034
20211208,2,188702,23406,23406,1420,10213.796270384986,20057685,357383.0435634415,2039057.6925933058,1.3748903041279095,0.19201627541197872,282417.3497606067,0.009407965076727448
20211208,3,432444,50501,50499,3173,21922.462592446795,25874671,421490.45845568983,2279582.7342287786,1.3748903041279095,0.19201627541197872,327044.2908824496,0.016713024099900633
20211209,1,71011,9680,9680,593,4211.953945395124,19898378,351703.92140510085,2028525.39098993,1.3442685289285474,0.19903022856197303,290867.4922002242,0.003568682834349614
20211209,2,188175,23340,23340,1422,9864.469524005266,20057685,340373.7407948672,1861070.7431343754,1.3442685289285474,0.19903022856197303,270706.2265324542,0.009381690858142402
20211209,3,430969,50117,50115,3159,20948.590104019288,25874671,425211.86392584926,2233575.124249369,1.3442685289285474,0.19903022856197303,332255.7372292227,0.016656018544158494
20211210,1,70969,9646,9646,633,4307.007591470996,19898378,372636.83989781974,2104429.5341229,1.3793484610721944,0.20298225759809277,306593.46417392703,0.003566572109545813
20211210,2,187843,23235,23235,1388,9589.583703172242,20057685,329592.9464802116,1819746.5181714736,1.3793484610721944,0.20298225759809277,263110.18606478034,0.009365138598995846
20211210,3,430591,50112,50111,3138,20689.739529821858,25874671,422009.5369325929,2185324.1144120814,1.3793484610721944,0.20298225759809277,328434.933492847,0.016641409662754746
20211211,1,71289,9723,9723,653,4519.937704559346,19898378,393388.97743826703,2328656.6411061245,0.9439792217774036,0.14006178789044352,339059.79228020215,0.0035826538223366748
20211211,2,188674,23279,23279,1434,9912.390138377326,20057685,336536.37563926016,1884702.7093238235,0.9439792217774036,0.14006178789044352,276494.9093545212,0.009406569103064486
20211211,3,432808,50314,50312,3139,21016.49354424281,25874671,402471.8420533928,2185021.6393354614,0.9439792217774036,0.14006178789044352,324392.69797423895,0.01672709191162276
20211212,1,71583,9894,9894,690,4773.494934103313,19898378,371484.9591797699,2188781.5840470046,1.345683072587449,0.20112524067418938,317841.16133133415,0.003597428895963279
20211212,2,189683,23602,23602,1500,10247.600957800678,20057685,342300.50375665096,1907154.4765673906,1.345683072587449,0.20112524067418938,282340.3152788971,0.009456874011133388
20211212,3,435064,50939,50937,3279,21921.582051110396,25874671,428694.8484798997,2304186.9368770295,1.345683072587449,0.20112524067418938,341928.7085811746,0.016814281426032432
20211213,1,72050,10104,10104,744,5302.987303056292,19898378,371201.8639897108,2436204.5778263654,1.3771254317928427,0.19817325101373853,339064.6840883835,0.0036208981455674426
20211213,2,190966,24188,24188,1585,11072.461518273305,20057685,348842.13505822123,2080884.9904073258,1.3771254317928427,0.19817325101373853,303290.235873429,0.009520839518618426
20211213,3,437473,52088,52086,3417,23353.610114420248,25874671,434944.87742675305,2495668.330204161,1.3771254317928427,0.19817325101373853,363567.9075671202,0.016907384059105524
20211214,1,72110,10335,10335,817,5659.215319242839,19898378,385577.3117167611,2517435.1644413816,1.2923300460674825,0.1925774294700984,361748.2196858873,0.0036239134667157293
20211214,2,191367,24591,24591,1706,11677.058303883778,20057685,339417.97210197465,2086048.6346844668,1.2923300460674825,0.1925774294700984,307883.5847123255,0.009540831855720138
20211214,3,438013,52610,52608,3641,24049.723312963317,25874671,446653.4282898037,2551129.432702129,1.2923300460674825,0.1925774294700984,385633.4452683673,0.016928253889682308
20211215,1,73744,10857,10857,980,6852.519243704774,19898378,388501.9432747735,2835484.3694729903,1.1573674685234407,0.16987628216397818,406792.0731523317,0.0037060307126540667
20211215,2,195640,25806,25806,2089,14276.607375353497,20057685,360707.2051887377,2503742.390941664,1.1573674685234407,0.16987628216397818,367767.53067780944,0.009753867407928682
20211215,3,446270,54714,54713,4161,28071.25011688706,25874671,447271.9945425791,2907586.0319304373,1.1573674685234407,0.16987628216397818,430399.14652040077,0.01724736905833508
20211216,1,75690,11790,11789,1318,9236.702046243156,19898378,400443.3582432921,3428187.1476835534,1.006511319560321,0.14535091061791666,491931.52874798776,0.003803827628563494
20211216,2,200284,27642,27641,2609,18100.745600731898,20057685,370184.47192650696,2981689.800949595,1.006511319560321,0.14535091061791666,433046.71202538727,0.009985399611171479
20211216,3,456123,57768,57764,4990,34421.25021991456,25874671,458628.92929524736,3412411.9034774797,1.006511319560321,0.14535091061791666,491723.519375061,0.017628166170692565
20211217,1,77074,12521,12520,1556,11041.23988585644,19898378,408491.24815671105,3817470.9352093786,1.0322030999087008,0.14600832489740107,534704.5749466006,0.0038733810363839704
20211217,2,203314,29273,29272,3058,21637.92412018431,20057685,396640.1414538179,3508756.2125901263,1.0322030999087008,0.14600832489740107,497963.822845681,0.010136463903984932
20211217,3,463132,60528,60524,5669,39809.93474366149,25874671,463959.6208173403,3784697.1691117496,1.0322030999087008,0.14600832489740107,535871.4740447814,0.01789904884201233
20211218,1,77867,13083,13080,1746,12613.154197209436,19898378,429156.65831305203,4273401.412576569,0.9024399400465068,0.1250445710981848,590703.0186745465,0.003913233530893825
20211218,2,204827,30368,30367,3454,24764.574403830662,20057685,414507.3051465317,3938624.827790809,0.9024399400465068,0.1250445710981848,548763.7251489274,0.01021189633798716
20211218,3,465972,62380,62377,6259,44648.73283000266,25874671,472370.93393723376,4162478.6181555064,0.9024399400465068,0.1250445710981848,579963.3549587288,0.01800880869171245
20211219,1,78649,13600,13597,1881,14277.718798011505,19898378,438348.77738837077,4739658.491717226,0.8642403006774154,0.11521100969756853,619213.5150659966,0.003952533216526493
20211219,2,206402,31352,31351,3722,28079.042707776574,20057685,438518.517504143,4433475.352951016,0.8642403006774154,0.11521100969756853,589239.1927196886,0.010290419856528807
20211219,3,469048,64151,64147,6766,50751.28256593999,25874671,494117.0072973742,4634935.1401091805,0.8642403006774154,0.11521100969756853,615269.5765125251,0.018127689430331308
20211220,1,79153,13929,13926,2009,15851.016034478116,19898378,472331.9391783851,5214432.824309676,0.8788905349996547,0.11125222055642696,657716.7627485335,0.0039778619141721
20211220,2,207291,31923,31922,3977,31131.03290727676,20057685,453528.8728771897,4800394.35044719,0.8788905349996547,0.11125222055642696,610414.276230334,0.010334742020327869
20211220,3,471145,65072,65069,7111,55377.35675509588,25874671,507064.10630236106,4948134.835801552,0.8788905349996547,0.11125222055642696,632877.933578818,0.01820873393907115
20211221,1,79737,14377,14374,2084,16475.80955055447,19898378,498796.94853620965,5370070.965035932,0.8807352131356145,0.11093114578803517,674652.4735364754,0.0040072110400154225
20211221,2,208784,32823,32822,4116,32352.082892168903,20057685,474638.6719763597,4904231.228814391,0.8807352131356145,0.11093114578803517,620817.0268586312,0.010409177330285124
20211221,3,473726,66609,66606,7399,57790.28907660142,25874671,528553.1101850908,5106092.237903867,0.8807352131356145,0.11093114578803517,651234.5731573913,0.01830848399966129
20211222,1,79435,14564,14561,2093,16347.255988082452,19898378,536631.9840340677,5611809.829370689,0.8454774834952109,0.10746801572007067,715021.3611442358,0.003992033923569047
20211222,2,207967,32990,32988,4172,32389.372052489405,20057685,498162.17568583874,4928056.307685042,0.8454774834952109,0.10746801572007067,628491.3277950446,0.010368444813047967
20211222,3,471991,67174,67171,7523,58110.911771303625,25874671,542390.0285506609,5082203.261633277,0.8454774834952109,0.10746801572007067,655447.3622443645,0.018241430006974774
